travelCode,userCode,name,place,days,price,total
25491,246,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
25493,246,Hotel A,Florianopolis (SC),4,313.02,1252.08
25496,246,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
25500,246,Hotel AU,Recife (PE),2,312.83,625.66
25504,246,Hotel AF,Sao Paulo (SP),1,139.1,139.1
25508,246,Hotel A,Florianopolis (SC),1,313.02,313.02
25509,246,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25512,246,Hotel Z,Aracaju (SE),2,208.04,416.08
25514,246,Hotel BW,Campo Grande (MS),1,60.39,60.39
25515,246,Hotel A,Florianopolis (SC),4,313.02,1252.08
25516,246,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
25517,246,Hotel A,Florianopolis (SC),4,313.02,1252.08
25520,246,Hotel K,Salvador (BH),3,263.41,790.23
25521,246,Hotel Z,Aracaju (SE),2,208.04,416.08
25522,246,Hotel BD,Natal (RN),4,242.88,971.52
25524,246,Hotel K,Salvador (BH),2,263.41,526.82
25530,246,Hotel K,Salvador (BH),2,263.41,526.82
25534,246,Hotel A,Florianopolis (SC),4,313.02,1252.08
25538,246,Hotel Z,Aracaju (SE),3,208.04,624.12
25546,246,Hotel K,Salvador (BH),3,263.41,790.23
25549,246,Hotel A,Florianopolis (SC),1,313.02,313.02
25550,246,Hotel BP,Brasilia (DF),2,247.62,495.24
25554,246,Hotel AF,Sao Paulo (SP),3,139.1,417.3
25559,246,Hotel BD,Natal (RN),3,242.88,728.64
25569,247,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
25574,247,Hotel AU,Recife (PE),4,312.83,1251.32
25577,247,Hotel BD,Natal (RN),1,242.88,242.88
25578,247,Hotel BD,Natal (RN),2,242.88,485.76
25580,247,Hotel AF,Sao Paulo (SP),2,139.1,278.2
25586,247,Hotel Z,Aracaju (SE),2,208.04,416.08
25587,247,Hotel BD,Natal (RN),3,242.88,728.64
25588,247,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
25605,247,Hotel BP,Brasilia (DF),3,247.62,742.86
25612,247,Hotel AF,Sao Paulo (SP),1,139.1,139.1
25615,247,Hotel AU,Recife (PE),3,312.83,938.49
25616,247,Hotel K,Salvador (BH),4,263.41,1053.64
25617,247,Hotel A,Florianopolis (SC),1,313.02,313.02
25626,247,Hotel AU,Recife (PE),1,312.83,312.83
25628,247,Hotel BP,Brasilia (DF),1,247.62,247.62
25629,247,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
25630,247,Hotel BW,Campo Grande (MS),2,60.39,120.78
25631,247,Hotel A,Florianopolis (SC),3,313.02,939.06
25633,247,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
25640,247,Hotel K,Salvador (BH),2,263.41,526.82
25644,247,Hotel K,Salvador (BH),3,263.41,790.23
25646,247,Hotel K,Salvador (BH),1,263.41,263.41
25647,247,Hotel A,Florianopolis (SC),4,313.02,1252.08
25650,247,Hotel K,Salvador (BH),3,263.41,790.23
25653,247,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
25659,247,Hotel BP,Brasilia (DF),3,247.62,742.86
25661,247,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25662,247,Hotel AF,Sao Paulo (SP),3,139.1,417.3
25673,247,Hotel Z,Aracaju (SE),2,208.04,416.08
25676,247,Hotel BD,Natal (RN),3,242.88,728.64
25680,247,Hotel AF,Sao Paulo (SP),2,139.1,278.2
25686,247,Hotel AF,Sao Paulo (SP),3,139.1,417.3
25691,247,Hotel Z,Aracaju (SE),4,208.04,832.16
25695,247,Hotel AF,Sao Paulo (SP),3,139.1,417.3
25697,247,Hotel AF,Sao Paulo (SP),2,139.1,278.2
25699,247,Hotel BW,Campo Grande (MS),1,60.39,60.39
25707,247,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25708,247,Hotel BP,Brasilia (DF),4,247.62,990.48
25709,247,Hotel A,Florianopolis (SC),4,313.02,1252.08
25712,247,Hotel BP,Brasilia (DF),3,247.62,742.86
25719,247,Hotel A,Florianopolis (SC),2,313.02,626.04
25728,247,Hotel AF,Sao Paulo (SP),4,139.1,556.4
25729,247,Hotel K,Salvador (BH),4,263.41,1053.64
25730,247,Hotel BD,Natal (RN),3,242.88,728.64
25737,247,Hotel K,Salvador (BH),4,263.41,1053.64
25744,247,Hotel BP,Brasilia (DF),1,247.62,247.62
25747,248,Hotel AU,Recife (PE),4,312.83,1251.32
25750,248,Hotel BD,Natal (RN),4,242.88,971.52
25755,248,Hotel A,Florianopolis (SC),1,313.02,313.02
25758,248,Hotel AU,Recife (PE),1,312.83,312.83
25770,248,Hotel BD,Natal (RN),2,242.88,485.76
25771,248,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25775,248,Hotel K,Salvador (BH),1,263.41,263.41
25781,248,Hotel A,Florianopolis (SC),2,313.02,626.04
25785,248,Hotel BW,Campo Grande (MS),1,60.39,60.39
25788,248,Hotel BW,Campo Grande (MS),1,60.39,60.39
25790,248,Hotel AF,Sao Paulo (SP),4,139.1,556.4
25792,248,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
25795,248,Hotel BP,Brasilia (DF),2,247.62,495.24
25796,248,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25801,248,Hotel A,Florianopolis (SC),2,313.02,626.04
25802,248,Hotel AF,Sao Paulo (SP),2,139.1,278.2
25804,248,Hotel K,Salvador (BH),3,263.41,790.23
25805,248,Hotel BW,Campo Grande (MS),1,60.39,60.39
25808,248,Hotel BD,Natal (RN),1,242.88,242.88
25809,248,Hotel BW,Campo Grande (MS),2,60.39,120.78
25811,248,Hotel Z,Aracaju (SE),4,208.04,832.16
25812,248,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
25814,248,Hotel K,Salvador (BH),2,263.41,526.82
25815,248,Hotel BW,Campo Grande (MS),4,60.39,241.56
25816,248,Hotel Z,Aracaju (SE),4,208.04,832.16
25822,248,Hotel AU,Recife (PE),1,312.83,312.83
25831,248,Hotel AF,Sao Paulo (SP),1,139.1,139.1
25832,248,Hotel Z,Aracaju (SE),3,208.04,624.12
25833,248,Hotel A,Florianopolis (SC),3,313.02,939.06
25839,248,Hotel K,Salvador (BH),4,263.41,1053.64
25847,248,Hotel K,Salvador (BH),3,263.41,790.23
25853,248,Hotel AF,Sao Paulo (SP),2,139.1,278.2
25854,248,Hotel BD,Natal (RN),1,242.88,242.88
25855,248,Hotel BD,Natal (RN),1,242.88,242.88
25859,248,Hotel A,Florianopolis (SC),1,313.02,313.02
25860,248,Hotel BP,Brasilia (DF),2,247.62,495.24
25863,248,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
25865,248,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
25871,248,Hotel Z,Aracaju (SE),2,208.04,416.08
25873,248,Hotel BP,Brasilia (DF),1,247.62,247.62
25881,249,Hotel Z,Aracaju (SE),4,208.04,832.16
25888,249,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
25893,249,Hotel AF,Sao Paulo (SP),1,139.1,139.1
25898,249,Hotel BW,Campo Grande (MS),3,60.39,181.17
25902,249,Hotel BW,Campo Grande (MS),3,60.39,181.17
25906,249,Hotel AU,Recife (PE),1,312.83,312.83
25915,249,Hotel BD,Natal (RN),1,242.88,242.88
25925,249,Hotel BW,Campo Grande (MS),2,60.39,120.78
25928,249,Hotel Z,Aracaju (SE),2,208.04,416.08
25930,249,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
25933,249,Hotel AF,Sao Paulo (SP),3,139.1,417.3
25938,249,Hotel K,Salvador (BH),2,263.41,526.82
25942,249,Hotel AF,Sao Paulo (SP),3,139.1,417.3
25943,249,Hotel BP,Brasilia (DF),1,247.62,247.62
25944,249,Hotel AU,Recife (PE),2,312.83,625.66
25958,250,Hotel BW,Campo Grande (MS),2,60.39,120.78
25959,250,Hotel A,Florianopolis (SC),4,313.02,1252.08
25961,250,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25963,250,Hotel BW,Campo Grande (MS),2,60.39,120.78
25965,250,Hotel A,Florianopolis (SC),2,313.02,626.04
25967,250,Hotel K,Salvador (BH),2,263.41,526.82
25968,250,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
25970,250,Hotel BP,Brasilia (DF),2,247.62,495.24
25973,250,Hotel AU,Recife (PE),3,312.83,938.49
25974,250,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
25975,250,Hotel BW,Campo Grande (MS),4,60.39,241.56
25976,250,Hotel AF,Sao Paulo (SP),4,139.1,556.4
25978,250,Hotel A,Florianopolis (SC),1,313.02,313.02
25981,250,Hotel BD,Natal (RN),4,242.88,971.52
25982,250,Hotel K,Salvador (BH),3,263.41,790.23
25984,250,Hotel BD,Natal (RN),1,242.88,242.88
25986,250,Hotel BW,Campo Grande (MS),1,60.39,60.39
25988,250,Hotel K,Salvador (BH),3,263.41,790.23
25990,250,Hotel BW,Campo Grande (MS),3,60.39,181.17
25991,250,Hotel A,Florianopolis (SC),1,313.02,313.02
25999,250,Hotel A,Florianopolis (SC),3,313.02,939.06
26010,250,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26015,250,Hotel K,Salvador (BH),4,263.41,1053.64
26017,250,Hotel K,Salvador (BH),2,263.41,526.82
26020,250,Hotel BW,Campo Grande (MS),1,60.39,60.39
26026,250,Hotel Z,Aracaju (SE),2,208.04,416.08
26033,250,Hotel AU,Recife (PE),1,312.83,312.83
26035,250,Hotel AU,Recife (PE),4,312.83,1251.32
26036,250,Hotel BP,Brasilia (DF),1,247.62,247.62
26037,250,Hotel K,Salvador (BH),4,263.41,1053.64
26038,250,Hotel Z,Aracaju (SE),1,208.04,208.04
26048,250,Hotel BD,Natal (RN),4,242.88,971.52
26049,250,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26066,250,Hotel BD,Natal (RN),4,242.88,971.52
26069,250,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26073,250,Hotel K,Salvador (BH),4,263.41,1053.64
26075,250,Hotel AU,Recife (PE),1,312.83,312.83
26085,250,Hotel AF,Sao Paulo (SP),3,139.1,417.3
26087,250,Hotel BP,Brasilia (DF),4,247.62,990.48
26092,250,Hotel K,Salvador (BH),3,263.41,790.23
26099,250,Hotel BW,Campo Grande (MS),3,60.39,181.17
26107,250,Hotel BD,Natal (RN),2,242.88,485.76
26108,250,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26112,251,Hotel A,Florianopolis (SC),1,313.02,313.02
26113,251,Hotel A,Florianopolis (SC),2,313.02,626.04
26114,251,Hotel Z,Aracaju (SE),1,208.04,208.04
26116,251,Hotel A,Florianopolis (SC),4,313.02,1252.08
26118,251,Hotel A,Florianopolis (SC),4,313.02,1252.08
26121,251,Hotel BD,Natal (RN),3,242.88,728.64
26123,251,Hotel AU,Recife (PE),2,312.83,625.66
26125,251,Hotel A,Florianopolis (SC),3,313.02,939.06
26126,251,Hotel BW,Campo Grande (MS),3,60.39,181.17
26131,251,Hotel K,Salvador (BH),2,263.41,526.82
26133,251,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26134,251,Hotel BW,Campo Grande (MS),3,60.39,181.17
26135,251,Hotel K,Salvador (BH),3,263.41,790.23
26138,251,Hotel BW,Campo Grande (MS),4,60.39,241.56
26141,251,Hotel A,Florianopolis (SC),1,313.02,313.02
26147,251,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26150,251,Hotel BP,Brasilia (DF),1,247.62,247.62
26151,251,Hotel BW,Campo Grande (MS),4,60.39,241.56
26155,251,Hotel Z,Aracaju (SE),4,208.04,832.16
26158,251,Hotel K,Salvador (BH),1,263.41,263.41
26166,251,Hotel A,Florianopolis (SC),1,313.02,313.02
26170,251,Hotel K,Salvador (BH),4,263.41,1053.64
26171,251,Hotel BW,Campo Grande (MS),4,60.39,241.56
26174,251,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
26180,251,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26181,251,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26182,251,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26183,251,Hotel AU,Recife (PE),3,312.83,938.49
26187,251,Hotel AF,Sao Paulo (SP),1,139.1,139.1
26189,251,Hotel BD,Natal (RN),4,242.88,971.52
26193,251,Hotel BW,Campo Grande (MS),2,60.39,120.78
26194,251,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
26195,251,Hotel A,Florianopolis (SC),2,313.02,626.04
26196,251,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26200,251,Hotel Z,Aracaju (SE),2,208.04,416.08
26202,251,Hotel AU,Recife (PE),4,312.83,1251.32
26204,251,Hotel Z,Aracaju (SE),1,208.04,208.04
26205,251,Hotel A,Florianopolis (SC),1,313.02,313.02
26207,251,Hotel BP,Brasilia (DF),1,247.62,247.62
26216,251,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26218,251,Hotel AU,Recife (PE),4,312.83,1251.32
26219,251,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26220,251,Hotel K,Salvador (BH),4,263.41,1053.64
26225,251,Hotel BW,Campo Grande (MS),2,60.39,120.78
26229,251,Hotel A,Florianopolis (SC),2,313.02,626.04
26234,251,Hotel K,Salvador (BH),1,263.41,263.41
26235,251,Hotel A,Florianopolis (SC),4,313.02,1252.08
26238,251,Hotel Z,Aracaju (SE),3,208.04,624.12
26239,251,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26241,251,Hotel BW,Campo Grande (MS),2,60.39,120.78
26242,251,Hotel K,Salvador (BH),1,263.41,263.41
26243,251,Hotel AU,Recife (PE),2,312.83,625.66
26244,251,Hotel K,Salvador (BH),4,263.41,1053.64
26245,251,Hotel K,Salvador (BH),1,263.41,263.41
26248,251,Hotel K,Salvador (BH),3,263.41,790.23
26249,251,Hotel A,Florianopolis (SC),3,313.02,939.06
26255,251,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26256,251,Hotel Z,Aracaju (SE),2,208.04,416.08
26261,251,Hotel BD,Natal (RN),3,242.88,728.64
26265,251,Hotel A,Florianopolis (SC),1,313.02,313.02
26267,251,Hotel K,Salvador (BH),2,263.41,526.82
26271,251,Hotel BD,Natal (RN),2,242.88,485.76
26277,251,Hotel BW,Campo Grande (MS),1,60.39,60.39
26278,251,Hotel Z,Aracaju (SE),1,208.04,208.04
26279,251,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26280,251,Hotel BW,Campo Grande (MS),3,60.39,181.17
26285,251,Hotel K,Salvador (BH),2,263.41,526.82
26286,251,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26290,251,Hotel BW,Campo Grande (MS),3,60.39,181.17
26300,252,Hotel Z,Aracaju (SE),3,208.04,624.12
26303,252,Hotel BP,Brasilia (DF),2,247.62,495.24
26304,252,Hotel BD,Natal (RN),2,242.88,485.76
26305,252,Hotel K,Salvador (BH),3,263.41,790.23
26307,252,Hotel AU,Recife (PE),4,312.83,1251.32
26310,252,Hotel AU,Recife (PE),4,312.83,1251.32
26315,252,Hotel K,Salvador (BH),4,263.41,1053.64
26317,252,Hotel K,Salvador (BH),4,263.41,1053.64
26320,252,Hotel K,Salvador (BH),2,263.41,526.82
26324,252,Hotel Z,Aracaju (SE),4,208.04,832.16
26328,252,Hotel BD,Natal (RN),4,242.88,971.52
26334,253,Hotel AU,Recife (PE),2,312.83,625.66
26336,253,Hotel A,Florianopolis (SC),4,313.02,1252.08
26338,253,Hotel Z,Aracaju (SE),3,208.04,624.12
26339,253,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26341,253,Hotel K,Salvador (BH),2,263.41,526.82
26342,253,Hotel K,Salvador (BH),1,263.41,263.41
26343,253,Hotel BP,Brasilia (DF),4,247.62,990.48
26344,253,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26345,253,Hotel Z,Aracaju (SE),1,208.04,208.04
26350,253,Hotel K,Salvador (BH),2,263.41,526.82
26352,253,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26356,253,Hotel K,Salvador (BH),2,263.41,526.82
26358,253,Hotel Z,Aracaju (SE),3,208.04,624.12
26359,253,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
26362,253,Hotel BD,Natal (RN),2,242.88,485.76
26366,253,Hotel BD,Natal (RN),2,242.88,485.76
26373,253,Hotel AU,Recife (PE),2,312.83,625.66
26376,253,Hotel BD,Natal (RN),3,242.88,728.64
26379,253,Hotel A,Florianopolis (SC),4,313.02,1252.08
26385,253,Hotel BP,Brasilia (DF),2,247.62,495.24
26389,254,Hotel Z,Aracaju (SE),3,208.04,624.12
26394,254,Hotel K,Salvador (BH),4,263.41,1053.64
26398,254,Hotel BP,Brasilia (DF),3,247.62,742.86
26405,254,Hotel BD,Natal (RN),4,242.88,971.52
26408,254,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26410,254,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26412,254,Hotel K,Salvador (BH),1,263.41,263.41
26418,254,Hotel BD,Natal (RN),1,242.88,242.88
26422,254,Hotel AU,Recife (PE),1,312.83,312.83
26427,254,Hotel Z,Aracaju (SE),2,208.04,416.08
26428,254,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26429,254,Hotel BW,Campo Grande (MS),3,60.39,181.17
26431,254,Hotel BP,Brasilia (DF),4,247.62,990.48
26435,254,Hotel BP,Brasilia (DF),3,247.62,742.86
26443,254,Hotel K,Salvador (BH),4,263.41,1053.64
26444,254,Hotel K,Salvador (BH),4,263.41,1053.64
26446,254,Hotel BD,Natal (RN),3,242.88,728.64
26450,254,Hotel BD,Natal (RN),3,242.88,728.64
26454,254,Hotel BP,Brasilia (DF),4,247.62,990.48
26462,254,Hotel Z,Aracaju (SE),3,208.04,624.12
26464,254,Hotel A,Florianopolis (SC),1,313.02,313.02
26474,254,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26480,254,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26486,254,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26489,254,Hotel A,Florianopolis (SC),1,313.02,313.02
26501,254,Hotel AU,Recife (PE),2,312.83,625.66
26502,254,Hotel BD,Natal (RN),2,242.88,485.76
26503,254,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26510,254,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26514,254,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26515,254,Hotel BP,Brasilia (DF),4,247.62,990.48
26516,254,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26518,254,Hotel BD,Natal (RN),4,242.88,971.52
26524,254,Hotel AF,Sao Paulo (SP),1,139.1,139.1
26533,254,Hotel A,Florianopolis (SC),4,313.02,1252.08
26534,254,Hotel Z,Aracaju (SE),1,208.04,208.04
26536,254,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26541,254,Hotel Z,Aracaju (SE),1,208.04,208.04
26542,254,Hotel BD,Natal (RN),1,242.88,242.88
26547,254,Hotel Z,Aracaju (SE),2,208.04,416.08
26548,254,Hotel BW,Campo Grande (MS),3,60.39,181.17
26551,254,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
26552,254,Hotel AU,Recife (PE),4,312.83,1251.32
26553,254,Hotel A,Florianopolis (SC),3,313.02,939.06
26555,254,Hotel AF,Sao Paulo (SP),3,139.1,417.3
26557,254,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26558,254,Hotel BW,Campo Grande (MS),1,60.39,60.39
26559,254,Hotel BP,Brasilia (DF),4,247.62,990.48
26563,254,Hotel A,Florianopolis (SC),1,313.02,313.02
26568,254,Hotel BD,Natal (RN),4,242.88,971.52
26571,254,Hotel BD,Natal (RN),1,242.88,242.88
26575,255,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26576,255,Hotel K,Salvador (BH),3,263.41,790.23
26580,255,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
26583,255,Hotel BW,Campo Grande (MS),3,60.39,181.17
26587,255,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26588,255,Hotel BP,Brasilia (DF),3,247.62,742.86
26589,255,Hotel BW,Campo Grande (MS),1,60.39,60.39
26593,256,Hotel A,Florianopolis (SC),1,313.02,313.02
26600,256,Hotel BD,Natal (RN),3,242.88,728.64
26602,256,Hotel A,Florianopolis (SC),1,313.02,313.02
26606,256,Hotel K,Salvador (BH),3,263.41,790.23
26609,256,Hotel BD,Natal (RN),3,242.88,728.64
26614,256,Hotel BD,Natal (RN),4,242.88,971.52
26621,256,Hotel BW,Campo Grande (MS),3,60.39,181.17
26625,256,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26626,256,Hotel K,Salvador (BH),1,263.41,263.41
26628,256,Hotel BP,Brasilia (DF),1,247.62,247.62
26629,256,Hotel K,Salvador (BH),3,263.41,790.23
26631,256,Hotel BW,Campo Grande (MS),1,60.39,60.39
26634,256,Hotel AF,Sao Paulo (SP),2,139.1,278.2
26636,256,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26637,256,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26642,256,Hotel BD,Natal (RN),1,242.88,242.88
26646,256,Hotel A,Florianopolis (SC),3,313.02,939.06
26648,256,Hotel AU,Recife (PE),1,312.83,312.83
26649,256,Hotel BP,Brasilia (DF),3,247.62,742.86
26650,256,Hotel A,Florianopolis (SC),2,313.02,626.04
26651,256,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26653,256,Hotel K,Salvador (BH),2,263.41,526.82
26656,256,Hotel K,Salvador (BH),3,263.41,790.23
26659,257,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
26661,257,Hotel Z,Aracaju (SE),1,208.04,208.04
26663,257,Hotel AU,Recife (PE),4,312.83,1251.32
26676,257,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26687,257,Hotel BW,Campo Grande (MS),4,60.39,241.56
26694,257,Hotel K,Salvador (BH),3,263.41,790.23
26699,257,Hotel Z,Aracaju (SE),2,208.04,416.08
26701,258,Hotel K,Salvador (BH),1,263.41,263.41
26703,258,Hotel AU,Recife (PE),3,312.83,938.49
26704,258,Hotel K,Salvador (BH),4,263.41,1053.64
26710,258,Hotel BW,Campo Grande (MS),2,60.39,120.78
26711,258,Hotel K,Salvador (BH),4,263.41,1053.64
26712,258,Hotel BP,Brasilia (DF),1,247.62,247.62
26713,258,Hotel BD,Natal (RN),3,242.88,728.64
26717,258,Hotel BD,Natal (RN),2,242.88,485.76
26719,258,Hotel K,Salvador (BH),4,263.41,1053.64
26729,258,Hotel BP,Brasilia (DF),2,247.62,495.24
26731,258,Hotel A,Florianopolis (SC),2,313.02,626.04
26734,258,Hotel AF,Sao Paulo (SP),1,139.1,139.1
26739,258,Hotel K,Salvador (BH),4,263.41,1053.64
26741,258,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26743,258,Hotel BD,Natal (RN),4,242.88,971.52
26756,258,Hotel A,Florianopolis (SC),2,313.02,626.04
26757,258,Hotel A,Florianopolis (SC),2,313.02,626.04
26758,258,Hotel BW,Campo Grande (MS),1,60.39,60.39
26760,258,Hotel BP,Brasilia (DF),2,247.62,495.24
26761,258,Hotel BD,Natal (RN),1,242.88,242.88
26772,258,Hotel K,Salvador (BH),3,263.41,790.23
26778,258,Hotel K,Salvador (BH),1,263.41,263.41
26786,258,Hotel Z,Aracaju (SE),2,208.04,416.08
26787,258,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26788,258,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26789,258,Hotel BW,Campo Grande (MS),1,60.39,60.39
26791,258,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26792,258,Hotel BW,Campo Grande (MS),1,60.39,60.39
26794,258,Hotel BP,Brasilia (DF),3,247.62,742.86
26795,258,Hotel AU,Recife (PE),1,312.83,312.83
26796,258,Hotel AU,Recife (PE),1,312.83,312.83
26797,258,Hotel BW,Campo Grande (MS),1,60.39,60.39
26801,258,Hotel Z,Aracaju (SE),2,208.04,416.08
26809,258,Hotel BD,Natal (RN),3,242.88,728.64
26810,258,Hotel AU,Recife (PE),2,312.83,625.66
26814,258,Hotel BP,Brasilia (DF),4,247.62,990.48
26820,258,Hotel A,Florianopolis (SC),2,313.02,626.04
26824,258,Hotel Z,Aracaju (SE),2,208.04,416.08
26831,258,Hotel BW,Campo Grande (MS),3,60.39,181.17
26833,258,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26836,258,Hotel BW,Campo Grande (MS),2,60.39,120.78
26838,258,Hotel K,Salvador (BH),2,263.41,526.82
26843,258,Hotel BD,Natal (RN),4,242.88,971.52
26844,258,Hotel BW,Campo Grande (MS),3,60.39,181.17
26845,258,Hotel BW,Campo Grande (MS),3,60.39,181.17
26849,259,Hotel Z,Aracaju (SE),3,208.04,624.12
26851,259,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26854,259,Hotel A,Florianopolis (SC),2,313.02,626.04
26868,259,Hotel AU,Recife (PE),4,312.83,1251.32
26871,259,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
26873,259,Hotel BW,Campo Grande (MS),3,60.39,181.17
26874,259,Hotel A,Florianopolis (SC),1,313.02,313.02
26882,259,Hotel BW,Campo Grande (MS),2,60.39,120.78
26883,259,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26884,259,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26892,259,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26894,259,Hotel BD,Natal (RN),4,242.88,971.52
26899,259,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26903,259,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
26906,259,Hotel AF,Sao Paulo (SP),4,139.1,556.4
26907,259,Hotel Z,Aracaju (SE),1,208.04,208.04
26909,259,Hotel AF,Sao Paulo (SP),1,139.1,139.1
26912,259,Hotel K,Salvador (BH),2,263.41,526.82
26915,259,Hotel BP,Brasilia (DF),2,247.62,495.24
26918,259,Hotel BP,Brasilia (DF),2,247.62,495.24
26921,259,Hotel Z,Aracaju (SE),1,208.04,208.04
26922,259,Hotel BW,Campo Grande (MS),2,60.39,120.78
26928,259,Hotel Z,Aracaju (SE),2,208.04,416.08
26934,259,Hotel AF,Sao Paulo (SP),1,139.1,139.1
26943,259,Hotel A,Florianopolis (SC),4,313.02,1252.08
26947,260,Hotel A,Florianopolis (SC),3,313.02,939.06
26948,260,Hotel BP,Brasilia (DF),3,247.62,742.86
26950,260,Hotel A,Florianopolis (SC),3,313.02,939.06
26953,260,Hotel BW,Campo Grande (MS),2,60.39,120.78
26955,260,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
26961,260,Hotel A,Florianopolis (SC),2,313.02,626.04
26970,260,Hotel AF,Sao Paulo (SP),1,139.1,139.1
26977,260,Hotel BW,Campo Grande (MS),4,60.39,241.56
26978,260,Hotel AU,Recife (PE),1,312.83,312.83
26982,260,Hotel Z,Aracaju (SE),2,208.04,416.08
26983,260,Hotel BD,Natal (RN),3,242.88,728.64
26986,260,Hotel BW,Campo Grande (MS),1,60.39,60.39
26987,260,Hotel Z,Aracaju (SE),2,208.04,416.08
26992,260,Hotel Z,Aracaju (SE),3,208.04,624.12
26997,260,Hotel BW,Campo Grande (MS),3,60.39,181.17
26999,260,Hotel AU,Recife (PE),2,312.83,625.66
27000,260,Hotel BP,Brasilia (DF),2,247.62,495.24
27001,260,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
